year,site,ROADWAY,DESC_FRM,DESC_TO,aadt,KFCTR,DFCTR,COUNTY
2021,034131,03060000,COLLIER BLVD/SR 951,S BARFIELD DR,10600,9,56.7,Collier
2021,034507,03631000,BEARS PAW TR,N/A,50500,9,56.7,Collier
2021,030272,03000302,GOLDEN GATE BLVD,12TH AVE NE,190,9,56.7,Collier
2021,035029,03010000,NAPLES PLZ  ENT,BANYAN BLVD,35500,9,55.1,Collier
2021,030205,03080000,CR 858 / OIL WELL RD,NEW HARVEST RD,8300,9,58.3,Collier
2021,034148,03510100,PELICAN EAST,SR 951/COLLIER BLVD,4200,9,56.7,Collier
2021,037039,03175039,CR 886/GOLDEN GATE,RAMP# 03175038,7200,9,99.9,Collier
2021,030014,03010000,TREETOPS DR,SR 951,37000,9,55.1,Collier
2021,030158,03631000,N/A,CR 896/PINE RIDGE RD,34500,9,56.7,Collier
2021,034597,03521000,VANDERBILTBCHRDCR862,IMMOKALEE RD/CR 846,28500,9,56.7,Collier
2021,034144,03510000,SAN MARCO RD,END OF ROUNDABOUT,14800,9,56.7,Collier
2021,030048,03060000,S BARFIELD DR,US 41/TAMIAMI TRL,3800,9,56.7,Collier
2021,034657,03030000,VERONA WALK BLVD,N/A,36500,9,55.1,Collier
2021,034185,03600000,SNOOK ALLEY,BROADWAY,1500,9.5,56.7,Collier
2021,034152,03514000,US-41/SR-45,CHANNEL THIRTY DR,15400,9,56.7,Collier
2021,030018,03010000,SHOPPING CENTER ENT,111TH AVE N/CR 846,59000,9,55.1,Collier
2021,030067,03631102,CR 886 WB Off Ramp, ,9500,9,99.9,Collier
2021,030023,03003000,NORTH RD,UNSIGNED,50000,9,56.7,Collier
2021,034157,03527000,CR 858/OIL WELL RD,CR 846/IMMOKALEE RD,2200,9.5,56.7,Collier
2021,037003,03175028,SR-29,I-75,650,10.5,99.9,Collier
2021,037013,03175007,SR-951 SB,I-75 NB,13500,10.5,99.9,Collier
2021,030005,03010000,IMPERIAL WILDRNSS BV,SAN MARCO DR/CR 92,5000,9.5,56.7,Collier
2021,030054,03550000,US 41,GOODLETTE-FRANK RD,4300,9,56.7,Collier
2021,034127,03000601,SCOTT DR,CR 92/SAN MARCO DR,7800,9,56.7,Collier
2021,034510,03511000,N/A,CR 951/COLLIER BLVD,18600,9,56.7,Collier
2021,030011,03040000,CR 94/LOOP RD,DADE CO LN,2300,9.5,58.3,Collier
2021,034528,03513000,RADIO RD/CR 856,GOLDEN GATE PKWY,39000,9,56.7,Collier
2021,030001,03080000,LK TRAFFORD RD,CR 29A,14500,9,58.3,Collier
2021,034601,03030000,N/A,BECK BLVD,50000,9,55.1,Collier
2021,034567,03590000,SR 45/US 41,TURNOUT TO I75 SB,56500,9,56.7,Collier
2021,034155,03519000,GREEN BLVD,VANDERBILT BEACH RD,27500,9,56.7,Collier
2021,034010,03507000,THE COMMONS,GOLDEN GATE PKWY,35500,9,56.7,Collier
2021,030012,03010000,GULF PARK DR,SEAGATE DR/CR 896,44000,9,55.1,Collier
2021,034203,03590000,TURNOUT TO I75 SB,MAIN ST/SR 29,8400,9.5,56.7,Collier
2021,034201,03000064,UNSIGNED,LK TRAFFORD RD/CR890,3000,9,56.7,Collier
2021,030173,03175000,BROWARD COUNTY LINE,N/A,23500,10.5,55.5,Collier
2021,030035,03003000,N/A,N/A,50500,9,56.7,Collier
2021,037033,03175023,IMMOKALEE RD/CR 846,I-75 NB / SR 93,18500,9,99.9,Collier
2021,030015,03010000,THOMASSON DR,TREETOPS DR,43500,9,55.1,Collier
2021,034166,03530000,AIRPORT PULLING,N/A,25000,9,56.7,Collier
2021,030050,03515000,52ND AVE SE,GOLDEN GATE BLVD,5900,9,56.7,Collier
2021,034034,03530000,DANFORD STREET,BAYSHORE DR,2100,9,56.7,Collier
2021,034569,03507000,US-41/TAMIAMI TRL,THE COMMONS,26500,9,56.7,Collier
2021,030104,03040000,CR 29,CR839TURNER RIVER RD,2700,9.5,58.3,Collier
2021,037038,03175038,CR 886/GOLDEN GATE,I-75 / SR 93 NB,11000,9,99.9,Collier
2021,037021,03175009,I-75/SR-93,PINE RIDGE RD/CR-896,5300,9,99.9,Collier
2021,030175,03003000,SR-84/DAVIS BLVD,NORTH RD,44500,9,56.7,Collier
2021,034523,03530000,RAMP NORTH OF I-75,N/A,38000,9,56.7,Collier
2021,030176,03001000,AIRPORT PULLING RD,COUNTY BARN RD,26500,9,56.7,Collier
2021,037002,03175025,SR-29,I-75,1600,10.5,99.9,Collier
2021,037011,03175001,SR-951,I-75/SR-93 SB,2500,9,99.9,Collier
2021,034602,03030000,RATTLESNAKE HAMMOCK,N/A,42500,9,55.1,Collier
2021,034655,03530000,GOLDEN GATE BLVD,CR 846,35000,9,56.7,Collier
2021,030195,03001000,COUNTY BARN RD,SANTA BARBARA BLVD,28000,9,56.7,Collier
2021,034605,03511000,LIVINGSTON RD,N/A,51000,9,56.7,Collier
2021,030029,03080000,1ST ST,IMMOKALEE DR,19200,9,58.3,Collier
2021,030182,03080000,Bridge No-030291,CR 858 / OIL WELL RD,3400,9.5,58.3,Collier
2021,034532,03030000,SR 90/US 41,VERONA WALK BLVD,35000,9,55.1,Collier
2021,034686,03521000,CR856/RADIO RD,BRIARWOOD BLVD,23000,9,56.7,Collier
2021,034659,03503000,VANDERBILT BCH RD,CR 846/NAPLES-IMMOKA,28000,9,56.7,Collier
2021,034548,03610000,VANDERBILT DR/CR 901,BONITA BEACH RD SW,8400,9,56.7,Collier
2021,034125,03000523,VANDERBILT BCH RD,CR-846/IMMOKALEE RD,7600,9,56.7,Collier
2021,030017,03010000,VANDER BCH RD/CR 862,GULF PARK DR,42000,9,55.1,Collier
2021,034186,03631100,BEARS PAW TRL,CR 881 LIVINGSTON RD,44500,9,56.7,Collier
2021,037005,03175034,I-75 NB,I-75 NB,100,10.5,99.9,Collier
2021,030002,03080000,NEW HARVEST RD,1ST ST,8700,9,58.3,Collier
2021,037024,03175013,I-75 / SR 93 SB,PINE RIDGE RD/CR 896,11000,9,99.9,Collier
2021,030124,03010000,GDLTE FRANK RD/CR851,DAVIS BLVD/ SR 84,51000,9,55.1,Collier
2021,035001,03010000,DAVIS BLVD/ SR 84,PETERS AVE,35000,9,55.1,Collier
2021,030063,03631105,GOLDEN GATE PKWY,GOODLETTE FRANK RD,6100,9,99.9,Collier
2021,035629,03516000,GULF SHORE BLVD,US-41,4000,9,56.7,Collier
2021,037035,03175035,I-75 / SR 93 NB,CR 886/GOLDEN GATE,2200,9,99.9,Collier
2021,037012,03175003,I-75 NB TO SR 951 NB,SR 951 NB,2200,9,99.9,Collier
2021,030190,03030001,BECK BLVD,ENDS @ RIGHT OF WAY,64500,9,55.1,Collier
2021,034669,03610000,US41/TAMIAMI TRL,GULF HARBOR DR,7300,9,56.7,Collier
2021,034575,03521000,PINE RIDGE RD/CR 896,ORANGE BLOSSOM DR,29500,9,56.7,Collier
2021,037034,03175021,I-75 SB / SR 93,IMMOKALEE RD/CR 846,18000,9,99.9,Collier
2021,030065,03631103,CR 886 EB On Ramp, ,8200,9,99.9,Collier
2021,034585,03518000,GULFSHORE DR,US41/TAMIAMI TRL,4800,9,56.7,Collier
2021,030123,03010000,5TH AVE S,GDLTE FRANK RD/CR851,37000,9,55.1,Collier
2021,030022,03000010,TERMINAL DR,AIRPORT PULLING RD,2300,9,56.7,Collier
2021,034165,03528000,COLLIER/MONROE CO LN,US 41/TAMIAMI TRAIL,80,9.5,56.7,Collier
2021,037006,03175033,I-75 SB,I-75 SB,100,10.5,99.9,Collier
2021,030006,03080000,SR90/US41/TAMIAMI TR,CR837/WAGON WHEEL RD,1900,9.5,56.7,Collier
2021,030184,03080000,SR 82,HENDRY CO. LN,6400,9.5,58.3,Collier
2021,030111,03010000,SAN MARCO DR/CR 92,CR 29,3000,9.5,56.7,Collier
2021,034525,03530000,N/A,WHITE BLVD,34500,9,56.7,Collier
2021,030193,03001000,CR 856 / RADIO RD,CR 951/COLLIER BLVD,26000,9,56.7,Collier
2021,037031,03175019,I-75 NB / SR 93,IMMOKALEE RD/CR 846,8900,9,99.9,Collier
2021,030200,03050000,CR850/CORKSCREW BLVD,SR 29,17300,9.5,58.3,Collier
2021,030194,03010000,SR 951,IMPERIAL WILDRNSS BV,22500,9,56.7,Collier
2021,032003,03175000,GOLDEN GT PKWY/CR886,Bridge No-030200,83000,9,55.9,Collier
2021,034578,03550000,CR888/WIGGINS PASSRD,BLUEBILL AVE,6300,9,56.7,Collier
2021,034673,03521000,IMMOKALEE RD/CR 846,LEE CO  LINE,27000,9,56.7,Collier
2021,037001,03175027,I-75,SR-29,450,10.5,99.9,Collier
2021,030094,03010000,PETERS AVE,THOMASSON DR,44331,9,55.1,Collier
2021,034188,03633000,RATTLESNAKE HAMMOCK,DAVIS BLVD/SR 84,5500,9,56.7,Collier
2021,034576,03521000,ORANGE BLOSSOM DR,VANDERBILTBCHRDCR862,33500,9,56.7,Collier
2021,034139,03501000,LEE CO  LINE,SR 82,4600,9.5,56.7,Collier
2021,030064,03631101,CR 886 EB Off Ramp, ,9700,9,99.9,Collier
2021,030201,03000303,20TH ST NE,EVERGLADES BLVD,300,9.5,56.7,Collier
2021,037007,03175032,C/L OF 03175030,C/L OF 03175031,850,10.5,55.5,Collier
2021,034128,03003000,N/A,US-41/SR-45,32500,9,56.7,Collier
2021,037023,03175015,PINE RIDGE RD/CR-896,I-75 NB,11000,9,99.9,Collier
2021,034171,03530001,IBIS CLUB DR,SR 84/DAVIS BLVD,13700,9,56.7,Collier
2021,030052,03515000,GOLDEN GATE BLVD,CR-846/IMMOKALEE RD,6300,9,56.7,Collier
2021,037004,03175026,I-75,SR-29,1400,10.5,99.9,Collier
2021,039950,03175000,Bridge No-030321,LEE COUNTY LINE,103888,9,55.8,Collier
2021,034603,03030000,N/A,RATTLESNAKE HAMMOCK,38000,9,55.1,Collier
2021,037022,03175011,PINE RIDGE RD/CR-896,I-75/SR-93,6400,9,99.9,Collier
2021,030177,03003000,US-41,SR-84/DAVIS BLVD,32500,9,56.7,Collier
2021,034176,03580000,MAIN ST,NEW MARKET RD W,12400,9,58.3,Collier
2021,030178,03001000,US 41/SR 90,AIRPORT PULLING RD,24500,9,56.7,Collier
2021,034534,03505000,COUNTY BARN RD,CR-951/COLLIER BLVD,18600,9,56.7,Collier
2021,037014,03175005,I-75,SR-951,14000,10.5,99.9,Collier
2021,030003,03010000,SEAGATE DR/CR 896,PARK SHORE DR,42000,9,55.1,Collier
2021,034536,03530000,WHITE BLVD,GOLDEN GATE BLVD,37000,9,56.7,Collier
2021,034121,03000062,IMMOKALEE DR,NEW MARKET RD/CR29 A,6900,9,56.7,Collier
2021,034176,03580000,NEW MARKET RD W,SR 29/N 15TH ST,6200,9,99.9,Collier
2021,034126,03000529,CORKSCREW RD,CR 850/WILDCAT DR,4700,9.5,56.7,Collier
2021,034149,03512000,US41 / TAMIAMI TRL,CR 951/COLLIER BLVD,26500,9,56.7,Collier
2021,032000,03175000,Bridge No-030196,GOLDEN GT PKWY/CR886,45500,9,55.9,Collier
2021,034129,03020000,SR-29/MAIN ST,HENDRY CO. LN/CR-858,2800,9,56.7,Collier
2021,034524,03550000,VANDERBILT BCH RD,US 41,11500,9,56.7,Collier
2021,034529,03513000,GOLDEN GATE PKWY,GREEN BLVD,27500,9,56.7,Collier
2021,034137,03070000,COPELAND AVE,US41/TAMIAMI TRAIL,3100,9.5,56.7,Collier
2021,034628,03504000,LIVINGSTON RD,N/A,58000,9,56.7,Collier
2021,035011,03010000,PARK SHORE DR,NAPLES PLZ  ENT,39000,9,55.1,Collier
2021,030160,03504000,AIRPORT PULLING/CR31,LIVINGSTON RD,54500,9,56.7,Collier
